rel_db,angle_deg
-20.5077334741035,174.313397935624
-22.4223771366821,170.050112724748
-24.3624113283096,166.896778495367
-26.3932265821332,165.055843451769
-26.2998415941378,147.657015872972
-28.4658414660344,163.557254376901
-26.4903375971404,136.578458060226
-28.9332978123724,153.974656282745
-30.7238411223546,159.235157383272
-27.2851974692338,130.315656766866
-25.6730325517679,119.882258865099
-31.7410636379641,158.023298028843
-24.1754846031978,110.625637587056
-23.7034489560786,102.520942320478
-22.7571893334016,94.9573519155324
-21.6675123400147,88.0825610863918
-20.7967499326563,82.1920201049
-20.375642826374,76.2590902556613
-20.4420870680624,69.9268744105754
-21.0409901879117,63.2733580566948
-23.2807941048657,58.2719699967438
-25.7929719115314,49.5417694016609
-23.7514584089914,45.7578935469701
-21.1656095731318,44.5676767298338
-18.9569043988031,42.5728545823025
-16.7984003424073,40.7529434993358
-14.8078092358869,38.7214342786898
-12.9292058705876,36.596906008456
-11.1644272472669,34.3296779448849
-9.49370738531215,31.9268213848506
-7.85681812561705,29.5190225594315
-6.34071713524557,26.7777363767551
-4.9205134554718,23.6695617589788
-3.53634414531898,20.260763970751
-2.3388565762829,16.5680322675949
-1.32556232060994,13.1695663614922
-0.519529802917662,9.5485093108352
-0.186896075837385,7.18437526220735
0.075121935318753,4.09209798780011
-0.106886896044911,1.60829493515163
